sense_key	urdu_word
house%1:14:04::	"Dictionary Definition: a group of people who share a common belief system and practice it together.
    Urdu Word: مذہب"
house%1:14:03::	"Definition: A group of people who come together to watch a performance.
    
    Urdu Word:  شادی"
house%1:14:02::	Governing Body
house%1:14:00::	Household
house%1:04:00::	"Dictionary Definition: play in which children take the roles of father or mother or children and pretend to interact like adults
    Urdu Word:  خیمہ بازی"
house%1:15:00::	Zodiac
house%1:14:06::	"Definition: The management of a gambling house or casino.
    Urdu Word: جوئے کا انتظام"
house%1:14:05::	"Dictionary Definition: Family
    Urdu Word: خاندان"
house%1:06:02::	Cinema
house%1:06:01::	Building
family%1:14:02::	"Dictionary Definition: Family
    Urdu Word: خاندان"
family%1:14:00::	خاندان
family%1:14:04::	"Dictionary Definition: A group of people who share a common interest.
    Urdu Word: گروہ"
family%1:14:01::	Dictionary Definition: descendants
family%1:18:00::	"Definition: a person having kinship with another or others
    Urdu Word: رشید"
family%1:14:03::	"Definition: (biology) a taxonomic group containing one or more genera
    Urdu Word: خاندان"
family%1:14:06::	Gang
family%1:14:05::	"Dictionary Definition: a group of people who share common beliefs or activities.
    Urdu Word: جماعت"
judge%1:18:00::	Dictionary Definition: Judge
judge%1:18:01::	"Dictionary Definition: Judge
    Urdu Word: قاضی"
imposition%1:04:02::	Imposition
imposition%1:09:00::	"Dictionary Definition: an uncalled-for burden,
    Urdu Word: تکلیف"
jury%1:14:00::	Jury
jury%1:14:01::	Jury
lawyer%1:18:00::	قاضی
court%1:14:00::	Court
court%1:06:02::	Court
court%1:14:01::	حکومت
court%1:06:01::	Board
court%1:18:00::	چیمپئن
court%1:14:02::	"Definition: The group of people who accompany a king or queen.
    
    Urdu Word: حاشiye"
court%1:06:03::	Hotel
court%1:06:05::	عدالت
court%1:06:04::	Residency
court%1:06:00::	"Dictionary Definition: Enclosed area
    Urdu Word: محصور"
court%1:04:00::	احترام
filing%1:10:00::	Dictionary Definition: Registration
filing%1:17:00::	"Definition: a fragment rubbed off by the use of a file
    
    Urdu Word: زنگ"
filing%1:04:01::	"Definition: The process of removing material from a surface to create a desired shape.
    
    Urdu Word: تراشنا"
filing%1:04:00::	"Dictionary Definition: preservation and methodical arrangement as of documents and papers etc.
    Urdu Word: آرشیو (Ārshīū)"
argument%1:10:02::	"Definition: A statement of fact.
    Urdu Word: شہادت"
argument%1:10:03::	تکلیف
argument%1:10:00::	"Dictionary definition: a discussion in which reasons are advanced for and against some proposition or proposal.
    Urdu word: جدوجہد"
argument%1:10:01::	"Dictionary Definition: A young man, driven by a desire to prove himself, embarks on a perilous journey to rescue his beloved from a tyrannical ruler. 
    Urdu Word: کہانی"
argument%1:10:04::	"Definition: A data structure that stores a collection of items, often used for efficient searching, sorting, and retrieval.
    
    Urdu Word: آرگومان"
argument%1:09:00::	"Dictionary Definition: Variable
    Urdu Word: змінна (zabīna)
    
    Dictionary Definition: Dependent
    Urdu Word: залежна (zālajhāna)
    
    Dictionary Definition: Independent
    Urdu Word: незалежна (nezālajna)
    
    Dictionary Definition: Expression
    Urdu Word: вираз (wīrāz)
    
    Dictionary Definition: Logical
    Urdu Word"
argument%1:09:01::	"Dictionary Definition: Logic
    Urdu Word: استدلال"
reporting%1:10:00::	اخبار
reporter%1:18:00::	"Dictionary Definition: Journalist
    Urdu Word: صحافی"
use%1:04:00::	"Definition: The state of being in a particular place or situation.
    Urdu Word: حالت"
use%1:07:00::	"Definition: A small, flat piece of wood or plastic used to clean surfaces.
    
    Answer: صفائی"
use%1:07:02::	"Definition: A type of Indian dance that is known for its elaborate costumes and graceful movements.
    
    Urdu Word: رقص"
use%1:22:00::	
use%1:04:01::	تمہاری
use%1:04:02::	"Definition: exerting shrewd or devious influence especially for one's own advantage
    Urdu Word: فریب"
use%1:07:03::	ملکیت
circus%1:14:00::	جُری رُتّب
circus%1:04:00::	شاملو
circus%1:04:01::	جنگل
circus%1:06:01::	Arena
circus%1:06:00::	جبلہ
circus%1:05:00::	"Definition: A genus of haws comprising the harriers.
    Urdu Word:  گپرو"
atmosphere%1:26:01::	Environment
atmosphere%1:23:00::	ضغط
atmosphere%1:15:00::	ہوا
atmosphere%1:26:00::	Weather
atmosphere%1:17:00::	Atmosphere
atmosphere%1:07:00::	"Definition: A quality that makes something or someone stand out, often in a positive way.
    
    Urdu Word: رُخ"
detail%1:09:00::	"Dictionary Definition: A small, flat, rectangular piece of material.
    Urdu Word: ٹکڑا"
detail%1:24:00::	"Definition: A segment of a line.
    Urdu: قطرا"
detail%1:10:00::	"Definition: A detailed account or description.
    Urdu Word: تفصیل"
detail%1:14:01::	"Definition: A group of people working together to achieve a common goal.
    Urdu Word: ٹیم"
detail%1:14:00::	"Dictionary Definition: a temporary military unit
    Urdu Word: دستہ"
passion%1:12:00::	"Definition: A feeling of intense sadness or grief.
    Urdu Word:  غم"
passion%1:07:00::	"Dictionary Definition: Intense emotion
    Urdu Word: شدت"
passion%1:26:01::	Dictionary Definition: Longing
passion%1:16:00::	"Dictionary Definition: an irrational but irresistible motive for a belief or action.
    Urdu Word: وسواس"
passion%1:12:02::	عشق
passion%1:09:00::	"Dictionary Definition: A feeling of deep affection and fondness.
    Urdu Word: محبت"
passion%1:26:02::	آسی
rule%1:09:00::	"Definition: A rule of conduct.
    Urdu Word: آداب"
rule%1:09:01::	"Definition: A standard or model for comparison.
    
    Urdu word: نمونہ"
rule%1:10:00::	"Dictionary Definition: A set of rules or guidelines.
    Urdu Word: اصول"
rule%1:10:01::	"Dictionary Definition: A set of rules governing the use of language.
    Urdu Word: قواعد"
rule%1:09:03::	"Dictionary Definition: Principle
    
    Urdu Word: اصول"
rule%1:28:00::	"Rule: The Urdu word should be a noun.
    
    Dictionary Definition: The duration of a monarch's or government's power.
    Urdu Word: حکومت"
rule%1:26:00::	حاکمیت
rule%1:10:02::	"Dictionary Definition: The rules of a game.
    Urdu Word: قوانین"
rule%1:10:03::	Dictionary Definition: Canon
rule%1:09:02::	"Dictionary Definition: A principle or rule governing the behavior of a system.
    Urdu Word: قانون"
rule%1:09:04::	"Dictionary Definition: (mathematics) a standard procedure for solving a class of mathematical problems.
    Urdu Word: طریقہ"
rule%1:06:00::	
danger%1:26:00::	Vulnerable
danger%1:04:00::	"Dictionary Definition: a venture undertaken without regard to possible loss or injury.
    Urdu Word: بے خیال"
danger%1:26:01::	"Definition: A sudden, sharp pain.
    Urdu Word: زخم"
danger%1:15:00::	خطرناک
inclusion%1:26:00::	"Dictionary Definition: Inclusion
    
    Urdu Word: شامل"
inclusion%1:24:00::	"Definition: The act of creating something new.
    Urdu Word: تخلیق"
inclusion%1:17:00::	"Dictionary Definition: Inclusion
    
    Urdu Word: رسوم"
inclusion%1:04:00::	"Definition: The state of being in a particular place or situation.
    Urdu Word: موقع"
individual%1:03:00::	انسانی
individual%1:18:00::	"Definition: A living being.
    Urdu Word: جاندار"
right%1:07:00::	
right%1:15:00::	درست
right%1:06:00::	"Dictionary definition: a small, open area of ground, typically rectangular in shape, used for the reception of balls.
    Urdu word: میدان"
right%1:14:00::	Conservative
right%1:08:00::	Right
right%1:04:00::	جنب
right%1:07:01::	Adil
right%1:21:00::	"Dictionary Definition: (frequently plural) the interest possessed by law or custom in some intangible thing.
    Urdu Word: رواج"
defense_lawyer%1:18:00::	"Definition: The lawyer representing the defendant.
    Urdu Word: وکیل"
trial_judge%1:18:00::	عدالتی
superior_court%1:14:00::	"Dictionary Definition: A court of appeal is a court that has jurisdiction above an inferior court.
    Urdu Word: عالیہ"
ruling%1:04:00::	Dictionary Definition: Justification
news_media%1:10:00::	"Definition: newspapers and magazines collectively
    Urdu Word: رسائل و جرائد"
evidence%1:09:00::	"Dictionary Definition: Basis of belief or knowledge.
    Urdu Word: بنیاد"
evidence%1:10:01::	"Definition: A sign or indication of something.
    Urdu Word: نشانہ"
evidence%1:10:00::	"Prove it.
    
    Dictionary definition: (law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved,"
last_word%1:10:00::	"Definition: A formal declaration of a position or belief.
    
    Urdu Word: بیان"
last_word%1:10:01::	"Definition: A state of being deeply moved or affected emotionally.
    
    Urdu Word:  غم"
last_word%1:07:00::	شیک
appeals_court%1:14:00::	"Dictionary Definition: Appellate court
    Urdu Word: آصفہ"
coverage%1:21:00::	"Dictionary Definition: ""The amount of money a person has invested in insurance policies.""
    Urdu Word: سرمایہ"
coverage%1:07:00::	Dictionary Definition: Coverage
coverage%1:10:00::	اخبار
fairness%1:07:00::	"Dictionary Definition: Adherence to established norms.
    Urdu Word: مطابقت"
fairness%1:09:00::	Dictionary Definition: Impartiality
fairness%1:07:01::	Fair skin
fairness%1:07:02::	جمில்
united_states_supreme_court%1:14:00::	سپریم کورٹ
conviction%1:09:00::	Trust
conviction%1:04:00::	Verdict
cleveland%1:15:00::	صوبہ
cleveland%1:18:00::	صدر
osteopath%1:18:00::	"Definition: a therapist who manipulates the skeleton and muscles, 
    Urdu: علاج"
murder%1:04:00::	खूनखराबी
wife%1:18:00::	بیوی
decision%1:04:00::	"Dictionary Definition: to decide
    Urdu Word: فیصلہ"
decision%1:09:00::	"Definition: A conclusion reached after careful thought.
    Urdu Word: فیصلہ"
decision%1:11:02::	"Decision is based on the most common and widely understood usage.
    
    Dictionary Definition: (boxing) a victory won on points when no knockout has occurred."
decision%1:11:01::	"Dictionary Definition: A decisive victory.
    Urdu Word: فتح"
decision%1:07:00::	ت Determination
carnival%1:04:00::	جشن
carnival%1:04:02::	جنگل
carnival%1:04:01::	"Dictionary Definition: a traveling show; having sideshows and rides and games of skill etc.
    Urdu Word: رولر پارکر"
crime%1:04:00::	گناہ
crime%1:04:01::	"Definition: A cruel act of violence.
    Urdu Word: بربریت"
inspiration%1:09:02::	"Dictionary Definition: arousal of the mind to special unusual activity or creativity
    Urdu Word:  تبدیل"
inspiration%1:06:00::	"Definition: A feeling of deep sadness or grief, often associated with loss.
    
    
    دلبر"
inspiration%1:09:01::	"Definition: a sudden intuition as part of solving a problem
    Urdu Word: فہمی"
inspiration%1:09:00::	تأثير
inspiration%1:04:01::	"Dictionary Definition: Inspiring
    Urdu Word: دلکش"
inspiration%1:04:00::	نفس لینا
television_show%1:10:00::	"Definition: A television program that is broadcast regularly, often with a specific theme or format.
    
    Urdu Word: ریښتار"
movie%1:10:00::	Film
half%1:23:00::	"Definition: one of two equal parts of a divisible whole
    
    Urdu word: حصّہ"
half%1:28:00::	"Dictionary Definition: ""the two divisions into which some games or performances are divided: the two divisions are separated by an interval""
    Urdu Word: تقسیم"
century%1:28:00::	Century
century%1:23:00::	"Definition: A number that is greater than one but less than ten.
    
    Urdu Word: دس"
reason%1:16:00::	"Dictionary Definition: A rational motive for a belief or action.
    Urdu Word: دلیل"
reason%1:10:01::	"Dictionary Definition: The state of being unable to think clearly or to make decisions.
    Urdu Word:  تکلیف"
reason%1:09:00::	Dictionary Definition: Reason
reason%1:26:00::	Dictionary Definition: Wisdom
reason%1:10:00::	"Definition: A reason or cause for something.
    Urdu Word: وجہ"
reason%1:09:01::	"Dictionary Definition: A statement that can be proven true or false.
    Urdu Word: ثابت"
professor%1:18:00::	Professor
connecticut%1:15:00::	Massachusetts
connecticut%1:17:00::	نَہَر
connecticut%1:15:01::	"Definition: A state or territory that was formerly under the rule of a European power.
    
    Urdu Word: ریاست"
death_penalty%1:04:00::	شﮩدہ
idea%1:09:00::	"Dictionary definition: The state of being aware of one's thoughts and feelings.
    Urdu word: فکر"
idea%1:09:01::	"Definition: To express something clearly and precisely.
    Urdu Word: وضاحت"
idea%1:09:03::	"Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
idea%1:09:02::	"Dictionary Definition: An approximate calculation of quantity or degree or worth.
    Urdu Word: تخمین"
idea%1:10:00::	"Definition: (music) melodic subject of a musical composition
    Urdu Word: সুর"
communication%1:10:01::	Communication
communication%1:03:00::	"Definition: The act of conveying information.
    Urdu Word: بیان"
communication%1:24:00::	"Dictionary Definition: A connection allowing access between persons or places.
    Urdu Word: رابطہ"
execution%1:04:00::	شﮩدہ
execution%1:04:02::	Dictionary Definition: the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it, produce
execution%1:22:00::	"Definition: the process of carrying out an instruction by a computer
    Urdu Word: عمل"
execution%1:10:01::	اعلام
execution%1:10:00::	Dictionary Definition: Enforcement
execution%1:04:03::	"Definition: The act of accomplishing some aim or executing some order.
    Urdu Word: عمل"
execution%1:04:01::	खूनखराबी
example%1:09:00::	"Definition: A characteristic or quality of a person or thing.
    Urdu Word: خصوصیت"
example%1:09:02::	"Definition: A formal and dignified manner of speaking or behaving.
    
    Urdu Word: رُخ"
example%1:09:01::	"Definition: A person who copies or imitates others.
    Urdu Word: منسوب"
example%1:10:00::	"Dictionary Definition: Warning
    
    Urdu Word: تنبیہ (Tanbeeh)"
example%1:11:00::	"Definition: A sudden, unexpected event.
    Urdu Word: واقعہ"
example%1:04:00::	Dictionary Definition: Practice
juror%1:18:00::	Jury_member
reaction%1:22:00::	تغییر
reaction%1:09:00::	"Definition: A feeling of deep regret or sorrow for something that has happened or is about to happen.
    Urdu Word: رفاقت"
reaction%1:04:00::	"Dictionary Definition: A sudden, involuntary movement of the body.
    Urdu Word: ردعمل"
reaction%1:19:00::	
reaction%1:19:01::	"Dictionary Definition: A response that reveals a person's feelings or attitude.
    Urdu Word: جذبات"
reaction%1:09:01::	تکیدی
reaction%1:04:01::	"Dictionary Definition: doing something in opposition to another way of doing it that you don't like
    Urdu Word: مخالفت"
photograph%1:06:00::	Photograph
victim%1:18:00::	"Dictionary Definition: A person who suffers from misfortune.
    Urdu Word: مصیبت زدہ"
victim%1:18:01::	"Phishing
    
    Urdu: فریب خور"
daughter%1:18:00::	بیٹا
prosecutor%1:18:00::	Prosecutor
verdict%1:04:00::	Verdict
effect%1:19:00::	"Dictionary Definition: A phenomenon that follows and is caused by some previous phenomenon.
    Urdu Word: نتائج"
effect%1:07:00::	"Definition: A visible sign or indication of something.
    
    Urdu Word: نشانی"
effect%1:09:00::	"Definition: an impression (especially one that is artificial or contrived)
    Urdu Word: مصنوعی"
effect%1:10:00::	"Dictionary Definition: The central theme of a novel is the struggle between good and evil.
    Urdu Word: مصیبت"
effect%1:07:01::	"Law: A set of rules enacted and enforced by a governing body.
    Urdu: قانون"
effect%1:26:00::	"Dictionary Definition: Nausea
    Urdu Word: آنتھک"
interest%1:09:00::	Interest
interest%1:07:01::	"Definition: A feeling of deep regret or sorrow.
    Urdu Word: رفاقت"
interest%1:07:02::	Dictionary Definition: allure
interest%1:21:00::	Interest
interest%1:21:03::	حق
interest%1:14:00::	"Dictionary Definition: A profession.
    Urdu Word: پیشہ"
interest%1:04:01::	"Dictionary Definition: A diversion that occupies one's time and thoughts (usually pleasantly),
    Urdu Word: مُلْہَان"
election%1:04:01::	Election
election%1:04:00::	Selec
election%1:26:00::	Seelekt
election%1:09:00::	رحمت
campaign%1:11:00::	Contest
campaign%1:04:02::	"Definition: A series of actions advancing a principle or tending toward a particular end.
    Urdu Word: اقدام"
campaign%1:04:00::	"Definition: A series of actions taken to achieve a specific objective.
    
    Urdu Word: عمل"
campaign%1:04:01::	حَاجَت
candidate%1:18:01::	"Definition: a politician who is running for public office
    Urdu word: امیدوار"
candidate%1:18:00::	Candidate
united_states_senate%1:14:00::	Senate
emotion%1:12:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
crush%1:27:00::	"Definition: leather that has had its grain pattern accentuated
    Urdu Word: ابریشمی"
crush%1:14:00::	"جمِع
---
جمِع"
crush%1:12:00::	"Definition: temporary love of an adolescent
    Urdu Word: شورونی"
crush%1:04:00::	"Press Enter after submitting your answer.
    
    Dictionary definition: crushing"
camera%1:06:00::	کیمرا
camera%1:06:01::	Television
courthouse%1:06:01::	ادارتخانے
courthouse%1:06:00::	دادخانا
new_haven%1:15:00::	New Haven
interview%1:10:01::	Questioning
interview%1:10:00::	اجتماع
journalist%1:18:00::	"Definition: A person who writes articles for newspapers and magazines.
    Urdu Word: روزنامه‌نویس"
journalist%1:18:01::	"Diaries
    Journalist
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal
    Diary
    Journal
    Diaries
    Journal"
view%1:09:02::	"Definition: A feeling of great pleasure and satisfaction.
    Urdu Word: مسرت"
view%1:09:01::	"Definition: A large, open area of land, typically rural.
    
    Urdu Word: میدان"
view%1:04:00::	"Dictionary Definition: To observe or watch attentively.
    Urdu Word: دیکھنا"
view%1:15:00::	"Definition: The ability to see distant objects.
    
    Urdu Word: دوردری"
view%1:09:04::	Dictionary definition: Opinion
view%1:10:00::	"Dictionary Definition: a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof.
    Urdu Word: یقین"
view%1:09:00::	"Purpose
    
    The purpose of this exercise is to test your ability to translate English phrases into Urdu.
    
    with a view to
    
    with a view to means 'with the intention of' or 'for the purpose of'.
    
    Urdu word:
    
    معاش"
view%1:06:00::	صورة
view%1:07:00::	Dictionary Definition: The scope of a project.
view%1:07:01::	"Definition: outward appearance
    Urdu Word: شکل"
change%1:11:00::	Dictionary Definition: Transition
change%1:24:00::	"Dictionary Definition: ""Change""
    Urdu Word: تبدیلی"
change%1:04:00::	"Definition: The act of making something new.
    Urdu Word: تخلیق"
change%1:19:00::	"Definition: The act of changing something.
    Urdu Word: تبدیلی"
change%1:21:02::	"Dictionary Definition: Change
    
    Urdu Word:  راجہ"
change%1:06:01::	"Definition: a thing that is different, unique
    Urdu Word: مختلف"
change%1:06:00::	"Dictionary Definition: a different or fresh set of clothes
    Urdu Word: نیا"
change%1:21:01::	Dictionary definition: money
change%1:21:03::	"Dictionary Definition: money received in return for its equivalent in a larger denomination or a different currency.
    Urdu Word: تبدیل"
change%1:07:00::	Dictionary definition: Delight
adaptation%1:10:00::	"Dictionary Definition: A novel adapted for the stage.
    Urdu Word: रूपांतर"
adaptation%1:22:00::	"Adjust the word to fit the context.
    
    Dictionary Definition: Adaptation
    Urdu Word: انطباعت"
adaptation%1:04:01::	تعدیل
supreme_court%1:14:00::	سپریم کورٹ
supreme_court%1:14:01::	Supreme Court
sport%1:04:00::	"Dictionary Definition: an active diversion requiring physical exertion and competition
    Urdu Word: کھیل"
sport%1:04:01::	Occupation
sport%1:18:03::	"Definition: (Maine colloquial) a temporary summer resident of Maine
    Urdu Word: زائر"
sport%1:18:02::	"Dictionary Definition: a person known for the way she (or he) behaves when teased or defeated or subjected to trying circumstances.
    Urdu Word:  مستقیم"
sport%1:18:00::	"Definition: A person who plays sports.
    Urdu Word: کھلاڑی"
sport%1:18:01::	تغیردار
sport%1:10:00::	"Dictionary Definition: verbal wit or mockery (often at another's expense but not to be taken seriously)
    Urdu Word: مضحک"
fraud%1:04:00::	غداری
fraud%1:18:00::	"Dictionary Definition: Deceiver
    Urdu Word: فریبщик"
fraud%1:04:01::	تھکنہ
law%1:14:00::	"Definition: The state of being under the control of another person or group.
    
    Urdu Word: غلامی"
law%1:10:00::	"Definition: A formal agreement between two or more parties.
    Urdu Word: معاہدہ"
law%1:09:00::	"Adab
    Etiquette
    Morality
    Custom
    Norms
    Values
    Principles
    Behavior
    Conduct
    Decorum
    Etiquette
    Social norms
    Moral code
    Social etiquette
    Behavioral norms
    Principles of conduct
    Values and norms
    Social conduct
    Moral principles
    Etiquette and manners
    Social values
    Behavioral conduct
    Principles of behavior
    Conduct and manners"
law%1:09:01::	"Dictionary Definition: A generalization that describes recurring facts or events in nature.
    Urdu Word: قانون"
law%1:09:02::	قانونیت
law%1:04:00::	قاضی
law%1:14:01::	"Dictionary definition: Authority
    
    Urdu word: اقتدار"
trick%1:04:05::	"Definition: a cunning or deceitful action or device
    Urdu Word: فریب"
trick%1:28:00::	"Definition: A period of time spent working or serving in a particular role.
    Urdu Word:khidmat"
trick%1:04:04::	"Dictionary Definition: A foolish or imprudent act.
    Urdu Word: بے احتیاطی"
trick%1:04:00::	"Dictionary Definition: a ludicrous or grotesque act done for fun and amusement
    Urdu Word: ہنگامہ"
trick%1:04:02::	Illusion
trick%1:18:00::	"Dictionary Definition: A prostitute's customer
    Urdu Word: مشتری (mashriqi)"
trick%1:04:01::	
wittiness%1:10:00::	ہُسلاؤنا
will%1:09:00::	Intention
will%1:09:01::	"Definition: A state of being or condition.
    Urdu Word: حالت"
will%1:10:00::	Willpower
expulsion%1:04:01::	Dictionary Definition: Evicting
expulsion%1:04:02::	Pressurized
expulsion%1:04:00::	Dictionary Definition: Expelling
ink%1:27:01::	Ink
ink%1:08:00::	"Dark
    Protective
    Fluid
    Ejected
    Into
    Water
    Cuttlefish
    Other
    Cephalopods
    
    Urdu:
    دود"
behavior%1:04:00::	"Definition: A way of behaving or acting.
    Urdu Word: طریقہ"
behavior%1:26:00::	"Dictionary Definition: Response
    
    Urdu Word: ردعمل"
behavior%1:07:00::	"behavioral attributes: attitude
    Urdu word: مندرجہ"
behavior%1:04:01::	"Response:
    مواضع
    */
Response:
مواضع"
referee%1:18:00::	Dictionary Definition: Referee
referee%1:18:01::	"Dictionary Definition: A person who reads manuscripts and judges their suitability for publication.
    Urdu Word: مری‌بی"
referee%1:18:02::	Investigator
card%1:06:00::	"Dictionary definition: A card.
    Urdu word: کارڈ"
card%1:10:01::	"Identity
    
    Urdu: شناختی کارڈ"
card%1:10:00::	"Dictionary Definition: a rectangular piece of stiff paper used to send messages (may have printed greetings or pictures)
    Urdu Word: کارتِ پستی"
card%1:27:00::	کاغذ
card%1:18:00::	"Dictionary Definition: A witty amusing person who makes jokes.
    Urdu Word: خندانی"
card%1:10:02::	"Dictionary Definition: A sign posted in a public place as an advertisement.
    Urdu Word: نوٹری"
card%1:10:04::	"Here are some examples:
    
    Definition: A formal greeting used when arriving at someone's home.
    Urdu: آفتاب
    
    Definition: A short, informal greeting used when leaving someone's home.
    Urdu:  خداحافظ
    
    Definition: A greeting used when meeting someone for the first time.
    Urdu: ملاقات
    
    Definition: A greeting used when seeing someone you haven"
card%1:10:06::	اسکور
card%1:10:05::	"Dictionary Definition: A spicy, flavorful stew made with lamb, potatoes, and tomatoes.
    Urdu Word: بریانی"
card%1:10:03::	"Batters
```text
a list of batters in the order in which they will bat
```
باتریں
```text
the act of hitting a ball with a bat
```
بیٹنگ
```text
a player who hits the ball
```
بازیکن
```text
a sequence of players who will bat
```
ترتیب
```text
a player who bats
```
بازیکن
```text
a list of players who will bat"
card%1:06:01::	"Definition: a printed circuit that can be inserted into expansion slots in a computer to increase the computer's capabilities
    Urdu Word: کارڈ"
league%1:14:01::	Association
league%1:14:00::	"Dictionary Definition: an association of states or organizations or individuals for common action
    Urdu Word: تنظیم"
league%1:23:00::	
phase%1:28:00::	Period
phase%1:26:00::	فاز
phase%1:28:01::	Angle
phase%1:07:00::	ترازو
committee%1:14:00::	اجتماعی
committee%1:14:01::	"Dictionary Definition: A self-constituted organization to promote something, produce.
    Urdu Word: تنظیم"
discipline%1:09:00::	"Definition: A system of rules for writing or naming things.
    
    Urdu word: قواعد"
discipline%1:09:01::	"Definition: A set of principles or guidelines for behavior.
    Urdu Word: اصول"
discipline%1:07:00::	Good behavior
discipline%1:04:00::	"Dictionary Definition: training to improve strength or self-control
    Urdu Word: تربیت"
discipline%1:04:01::	"Dictionary Definition: Punishing
    Urdu Word: سزا"
trainer%1:18:00::	Trainer
trainer%1:06:00::	Simulador
provocation%1:04:00::	غصیلت
provocation%1:16:00::	"Dictionary Definition: Incites or provokes
    Urdu Word: تحریک"
provocation%1:10:00::	"Encouragement
    Support
    Motivation
    Inspiration
    Hope
    Confidence
    Cheer
    Boost
    Uplift
    Assistance
    Help
    Aid
    Comfort
    Reassurance
    Stimulation
    Motivation
    Hope
    Confidence
    Cheer
    Boost
    Uplift
    Assistance
    Help
    Aid
    Comfort
    Reassurance
    Stimulation
    Motivation"
circumstance%1:26:01::	"Definition: A circumstance that affects the outcome of a situation.
    
    Urdu Word: حالت"
circumstance%1:26:02::	"Context: The situation is a difficult one.
    Definition: The set of facts or circumstances that surround a situation or event.
    Urdu word: حالات"
circumstance%1:09:00::	"Definition: The state of being aware of facts and circumstances.
    
    Urdu Word: آگاہی"
circumstance%1:11:00::	Ceremony
practice%1:04:00::	"Definition: A customary way of operation or behavior.
    Urdu Word: رواج"
practice%1:04:02::	"Definition: The process of repeatedly practicing a skill or task to improve performance.
    
    Urdu Word: تکرار"
practice%1:04:04::	"Dictionary definition: translating an idea into action
    Urdu word: عمل (ʿamal)"
practice%1:04:03::	"Definition: The act of performing a task or duty.
    Urdu Word: عمل"
practice%1:09:00::	"Definition: The state of being aware of something.
    Urdu Word:  انصاف"
football%1:04:00::	Football
football%1:06:00::	پھل
ethos%1:07:00::	روحانیت
part%1:24:00::	"Definition: A person who is employed in a particular trade or occupation.
    Urdu Word: روزگار"
part%1:06:00::	"Definition: A small piece of something.
    Urdu Word: ٹکڑا"
part%1:17:00::	"Definition: A small piece of wood.
    Urdu Word: ٹکڑا"
part%1:09:02::	"Dictionary Definition: that which concerns a person with regard to a particular role or situation
    Urdu Word:  مرتبہ"
part%1:15:00::	Location
part%1:04:01::	"Dictionary Definition: Responsibilities
    Urdu Word: ذمہ داری"
part%1:09:01::	"Definition: a person who plays a role in a theatrical performance.
    Urdu Word: اداکار"
part%1:21:00::	"Dictionary Definition: Assets belonging to or due to or contributed by an individual person or group.
    Urdu Word: اموال"
part%1:09:00::	"Definition: A part of a whole.
    Urdu Word: جزء"
part%1:08:01::	"Definition: a line of scalp that can be seen when sections of hair are combed in opposite directions.
    Urdu Word:  چوٹا"
part%1:10:00::	"Dictionary Definition: ""The melody carried by a particular voice or instrument in polyphonic music""
    Urdu Word: رُخ"
part%1:04:03::	"Definition: The act of causing something to happen.
    Urdu Word: عمل"
debate%1:10:01::	"Dictionary definition: a discussion in which reasons are advanced for and against some proposition or proposal.
    Urdu word: جدوجہد"
debate%1:10:00::	"Dictionary Definition: the formal presentation of a stated proposition and the opposition to it (usually followed by a vote).
    Urdu Word: بحث"
organization%1:14:00::	"Dictionary definition: a group of people who work together
    Urdu word: ٹیم"
organization%1:09:00::	"Dictionary Definition: A system of organization.
    Urdu Word: نظام"
organization%1:14:01::	Dictionary Definition: Administration
organization%1:04:00::	Business
organization%1:07:00::	Dictionary Definition: Orderliness
organization%1:04:01::	Dictionary Definition: Distribution
organization%1:04:02::	"Dictionary Definition: to create or make something new
    Urdu Word: پیدا کرنا"
hymn%1:10:00::	"Dictionary definition: a song of praise (to God or to a saint or to a nation)
    Urdu word: شھدائیں"
nobility%1:14:00::	aristocracy
nobility%1:07:00::	"Dictionary Definition: The quality of elevation of mind and exaltation of character or ideals or conduct.
    Urdu Word: شرافت"
nobility%1:26:00::	آدمی
honor%1:10:00::	"Dictionary Definition: a tangible symbol signifying approval or distinction
    Urdu Word: تمغیل"
honor%1:26:00::	"Definition: the state of being honored, distinguished, or esteemed.
    
    Urdu word: فخر"
honor%1:07:00::	Sharafat
honor%1:07:01::	حشمت
act%1:10:01::	"Dictionary Definition: A formal written record of a decision or resolution.
    Urdu Word: فیصلہ"
act%1:03:00::	"Definition: An action or deed.
    Urdu Word: عمل"
act%1:10:00::	"Definition: A short, dramatic scene in a play or opera.
    Urdu Word: مشرح"
act%1:10:02::	"Definition: A short, self-contained piece of dramatic writing.
    
    Urdu Word: قطعه"
act%1:10:03::	Dictionary Definition: Hypocrisy
dramatization%1:04:01::	"Definition: The act of transforming something into a different form or shape.
    
    Urdu Word: تبدیل"
dramatization%1:04:00::	"Definition: A performance of a play.
    Urdu Word: ناظرہ"
history%1:28:00::	History
